sentence1,label
"Tom cracked an egg in the bowl and mixed it with milk. Tom mixed the butter in with the milk and egg mixture. Tom put the flour in and mix it all in. Tom poured the mixture in the baking pan and put it in the oven. After the cake is done, he cut out a slice with a knife and put on a plate. Tom eats the cake and put the rest in the fridge. Tom washes the dirty dishes in the sink.",1
Mary took a notebook from table. Mary put the pen on magazine. Mary left the rusted scissors in the garbage. Mary printed some paper. Mary used scissors to open a letter.,0
Mike and his family went for a picnic. On the way Mike found that the tire was punctured. Mike left his car on the road. They were disappointed. They canceled the picnic plan.,1
"Ann straightened up the desk by putting a pencil, stapler, and blue ink pad in the desk drawer. Ann put a book back in the bookcase. Ann unplugged the phone and threw it out the window. Ann used the phone to call her best friend but had to leave a message. Ann made a cup of tea and sat back down on the chair.",0
John ate the pizza. John cut the potato with the knife. John put the potato in the pan. John turned on the stove and fried the potato. John ate the potato.,1
Ann played on the see-saw. Ann walked towards the park fence. Ann opened her duffle bag. Ann took out her water bottle. Ann drank some water from the bottle.,1
John walked past the swings. John threw the water bottle into a waste basket. John sat down on a bench. John tied his soccer shoes. John took a drink from the water bottle.,0
John sat on the couch. John looked at his watch. John closed his suitcase. John made a phone call on his cell phone. John went out of the door with his suitcase.,1
John sat on the bench. John put the baseball in his duffle bag. John got up and went to the soccer field. John picked up the soccer ball. John kicked the soccer ball.,1
Tom opened the garage door. Tom took the gas can and filled up the mower. Tom started the mower. Tom backed the mower out of the garage. Tom began mowing the grass.,1
John ate the cake. John took the ice cream out of the fridge. John ate the ice cream. John dropped the bowl on the floor and broke it. John poured the milk in the bowl.,0
"Tom tried to find scissors, but was unsuccessful. Tom cut some rope into very tiny pieces with scissors. Tom used the wrench to loosen some bolts on his bike. Tom took the wheel off his bike. Tom placed the bike wheels in his car trunk.",0
"John went to the bathroom, brushed his teeth and took a shower. John used a soap bar to clean himself while in the shower. John finished his shower and used a towel to dry his body and a hair dryer to dry his hair. John used the mirror when he was drying his hair. John finished drying his hair and went to the laundry room and used the washing machine.",1
John placed the ladder near the tree. John used the chainsaw to cut off all the tree branches. John put the branches in a box. John put the box in the car. John drove his car to the tree waste disposal site.,1
Ann turned the faucet on. Ann rubbed the soap bar on her skirt. Ann rinsed the skirt under the faucet. Ann turned off the faucet. Ann dried her skirt under the hair dryer. Ann put her skirt back on.,1
Mike wanted to repair his car. Mike went to his shop. Mike was admitted into the hospital. Mike finished later in the day. Mike drove the car around.,0
"Mary set her laptop and printer on her table. Mary placed her phone and notebook on the left side. Mary put her pen, stapler, and scissors in the drawer. Mary placed her magazine to the side for break time. Mary used the laptop to write an email.",1
Lee wore shoes and shorts. Lee carried the duffle bag to the park. Lee sat on the bench. Lee played on the see-saw. Lee threw frisbee with his friends.,1
John took a plate out of the cabinet. John cut a slice of cake and put it on the plate. John scooped out the last of the ice cream and put it on the plate next to the cake. John opened the fridge to get some milk. John poured the milk into a cup and drank it while eating cake and ice cream.,1
Mary wore her shorts. Mary went by the swings. Mary flew her kite. Mary put the kite in the duffle bag. Mary started playing with the football.,1
John sat down at his desk in his workplace office. John went to meet his boss in a nearby cubicle. John saw that his boss was not there. John returned to his computer to follow up on some emails. John went to the office printer to scan some receipts he needed to reply to some emails.,1
Tom pulled out his chair and sat on it. Tom put his hands on the table. Tom unlocked the drawer. Tom took out the book. Tom wrote in the book with a pen.,1
John was sick so he did not go to work today. John went to meet his boss in a nearby cubicle. John saw that his boss was not there. John returned to his computer to follow up on some emails. John went to the office printer to scan some receipts he needed to reply to some emails.,0
John hopped onto the couch after getting home. John left the house door open because it was so hot out. John set the house on fire. John picked up the phone after it rang. John turn down the TV and talked on the phone.,0
John put towel in bathroom. John put shorts and socks in washing machine. John took a bath in bathtub. John used hair dryer after having soap bath. John used mirror while brushing his teeth.,1
"Tom pulled up a chair at the kitchen table to make some posters. Tom checked his supplies for a pen and scissors which he found in a box. Tom looked for a ruler, which he could not find, so he decided to use a book as a guide instead. Tom got a book from the bookcase to use to help make straight lines. Tom sat down in the chair and began making his posters.",1
John walked by the fence. John sat down on the bench. John opened his duffle bag. John took his shoes out of the duffle bag. John put on his shoes.,1
"John brings his towel into the bathroom. John looks in the mirror as he uses his toothbrush and toothpaste. John gets in the bathtub with his soap bar and takes a bath. John dries his hair with the hair dryer. John then puts on his shirt, shorts, socks and underwear.",1
Tom turned on his printer. Tom spilled coffee on his keyboard and ruined it. Tom wrote an article with the pen. Tom made three copies of the article with the printer. Tom put the copies in the drawer.,1
"Ann walked into her office and turned on the table lamp. Ann checked the fax machine to see if there were any faxes. Ann opened her supplies drawer and took out a box of paper clips, a pencil and some scissors. Ann opened her briefcase and took out her notebook. Ann sat down and began working on the project she was starting that morning.",1
Mary broke her bicycle. Mary put the bike in the box. Mary assembled a shelf. Mary used a screwdriver. Mary put a bucket on the shelf.,1
"Ann moved her couch off the carpet. Ann used the vacuum on the carpet. Ann put her laptop, candle and book on the table. Ann dumped her coffee mug in the sink. Ann picked up the umbrella and put it in the mud room.",1
Mary was getting ready to clean her bathroom. Mary cleaned the bathroom mirror until it sparkled. Mary put the toothpaste and other items in the bathroom cabinet. Mary picked up the socks and towels and put them in a laundry basket. Mary went back into the bathroom to clean the mirror.,0
Tom opened the fridge. Tom took out the ice cream. Tom took out the banana. Tom cut up the banana with the knife into many slices. Tom put the banana on the ice cream.,1
John threw the rope over the car. John got the ladder. John used the ladder to climb to the top of the car. John tied a box on the car roof. John get off the car roof.,1
"Ann closes her laptop and unplugs the television. Ann looks at the clock on the tv and realizes it is time to go to work. Ann turns off the television and blows out the candle. Ann walked across the carpet to the table at the corner of the living room. Ann grabs her cell phone, umbrella, her book and she is ready to go.",0
Tom took a plate out of the cupboard. Tom got the cake out of the fridge. Tom used a knife to cut out a piece of cake. Tom put the piece of cake on the plate. Tom used a spoon to put ice cream next to the cake. Tom enjoyed eating the cake and ice cream.,1
Tom drank all of the milk. Tom opened the fridge and took an orange. Tom peeled the orange. Tom ate the orange. Tom poured the milk in the cup.,0
"Ann brushed her teeth, rinsed and turned off the faucet. Ann put the toothpaste back in the drawer and put the shampoo bottle on the shelf. Ann used the hair dryer to dry her wet hair. Ann went into bedroom and turned over the top sheet and blanket. Ann got into bed and was warm and cozy under the blanket.",1
Tom put on his shorts. Tom went to the park with his friend. Tom's friend left for home. Tom threw the baseball with his friend. Tom wiped his sweat with the towel.,0
John put the cereal on the counter. John threw the cereal into the dustbin. John put the watermelon on the counter. John cut the watermelon with a knife. John put the watermelon in a cup.,1
Ann took the lawnmower out of the shed. Ann saw that the chainsaw and the hammer were on the ground. Ann put the chainsaw and the hammer in a box in the shed. Ann moved her bicycle from the garden and cut the grass very short. Ann put the lawnmower back in the shed.,1
John wanted to clean a stain on his shorts. John turned on the faucet. John grabbed the detergent. John put on his shorts. John put his shorts in the sink.,0
Ann took out the bread to toast. Ann took out the jam. Ann sliced the bread and toasted it. Ann took some fruit jam and pasted in the bread slices. Ann served the bread in the plate.,1
John found he was out of popcorn. John got a bottle of beer out of the fridge. John took a handful of popcorn from the bowl. John enjoyed the beer and popcorn while watching tv. John ate the cake.,0
Mary pulled the chair away from the table. Mary sat in the chair and opened the laptop. Mary selected some documents on the laptop to print. Mary stood up from the chair and walked over to the printer. Mary grabbed the freshly printed documents and stapled them together with the stapler.,1
John opened the freezer and took out the ice cream. John scooped out some ice cream and put it in a blender. John opened the fridge to get some fruit and knocked a bowl of butter on the floor. John ate the fruit. John put fruit in the blender and made some shake.,0
John was packing for a trip to the North Pole. John placed his suitcase on his bed and opened it up. John packed a hat and gloves into his suitcase along with a snow suit and other cold weather gear. The large suitcase weighed almost eighty pounds. John carried the suitcase to his car.,1
Tom took wrench from toolbox. Tom took tester from the cupboard. Tom used both wrench and tester to repair motorbike. Tom open the screws of side dome. Tom cleaned the inside part and fixed the dome.,1
Ann lost her lawnmower. Ann saw that the chainsaw and the hammer were on the ground. Ann put the chainsaw and the hammer in a box in the shed. Ann moved her bicycle from the garden and cut the grass very short. Ann put the lawnmower back in the shed.,0
Ann walked her dog to a park. Ann picked up the dog and held him in her arms the entire time. Her dog ran around the grass and explored some of the nearby trees. Ann then called her dog back to her. Ann then gave her dog some water in a dish.,0
John typed on his keyboard. John found the fax machine was not on. John went to the fax machine. John unplugged the fax machine. John sent a fax to the customer.,0
Tom put the glove on the coffee table. Tom put a bracelet on the coffee table. Tom turned on the fan. Tom watched the glove blown out of the window. Tom put on the bracelet.,1
Mary's car was broken. Mary grabbed the axe for the car door. Mary used the hammer to fix the car door. Mary had a broken bike. Mary rode her bike.,0
Tom put his hat on his head. Tom packed his shoes in his suitcase. Tom put his gloves in his backpack. Tom broke the umbrella in half. Tom put his backpack on his back.,1
Mary put her drink on the coffee table. Mary sat on the couch and watched tv. Mary then received a phone call wishing her a happy birthday. Mary had one helium birthday balloon but it burst when it got stuck in her fan. Mary picked up the pieces of the balloon from the floor.,1
John walked by the fence. John sat down on the bench. John opened his duffle bag. John put his shoes into the duffle bag. John put on his shoes.,0
Ann sat in the chair. Ann unplugged the phone. Ann picked up a pencil. Ann opened the book. Ann wrote in the book.,1
Mary wanted to make an apple pie. Mary bought an apple from the store. Mary peeled the apple. Mary cut the apple into slices. Mary set the apple into the pie.,1
Mary sat down at her desktop computer. Mary typed on her keyboard. Mary printed a memo in blue ink. Mary used scissors to cut her memo into small pieces. Mary turned off her desktop computer.,1
John drank milk from a cup. John threw the cup in the dustbin. John filled the cup up with more milk. John cut it with a knife. John ate the watermelon.,0
Ann turned on the light switch. Ann took the playing cards from the desk drawer. Ann put flowers in the vase. Ann sat at the table. Ann played the poker game with the playing cards.,1
John got in the bathtub. John used his soap bar to wash up. John got out and dried off with a towel. John dropped his toothbrush into the toilet. John then brushed his teeth with a toothbrush.,0
Tom carried the duffle bag and sat on the see-saw. Some people were playing volleyball nearby. Tom threw his water bottle away. Tom gave his water bottle to the people playing volleyball. The people playing volleyball drank the water.,0
Tom opened the garage door. Tom took the gas can and filled up the mower. Tom started the mower. Tom put the mover into the garage. Tom began mowing the grass.,0
Ann got the bowl out of the cupboard and a spoon from the drawer. Ann put some cereal in the bowl and took some milk out of the fridge. Ann poured some milk on the cereal and ate at the counter. Ann cut up part of a cucumber to put on a salad for her lunch. Ann went to the store to buy some milk for her cereal.,0
Tom brushed his hair with his hair brush. Tom went to the sink and used his toothbrush. Tom went to get his shirt and shorts out of the dryer. Tom got out his shirt but found his shorts had been ripped to shreds. Tom put on the shirt and shorts.,0
John closed and locked the front door of his house. John plugged in his TV into the power outlet. John turned on his TV. John picked up his notebook from the kitchen counter. John threw his notebook out the front door.,0
"Ann brushed her teeth, rinsed and turned off the faucet. Ann put the toothpaste back in the drawer and put the shampoo bottle on the shelf. Ann used the hair dryer to dry her wet hair. Ann went into bedroom and turned over the top sheet and blanket. Ann went back into the bathroom to look for her hair dryer.",0
Ann planned to wash her clothes in the bathtub. Ann filled the tub with hot water and soap. Ann put her white pants and red socks in the water. Ann saw that her pants turned pink. Ann refilled the bathtub and put her pants and some bleach in the water.,1
Mary sliced the apple. Mary ate the orange. Mary put the donut and the cake into a box. Mary baked an apple pie. Mary squeezed the juice from the orange.,0
Mary wore her shorts. Mary went by the swings. Mary flew her kite. Mary took the kite from the duffle bag. Mary started playing with the football.,0
Mike wanted to watch his favorite TV show. Mike found the remote control. Mike sat down on the couch and turned the TV on. Mike changed the channel to the one where his show would be. Mike got up during a commercial to get a drink.,1
John chopped his chair into pieces with an axe. John sat in his chair. John took out his scissors. John used the phone to consult with his mentor. John used the scissors to perform the operation.,0
Ann got out of the bathtub. Ann brushed her hair with the hair brush. Ann looked in the mirror. Ann turned on the faucet and brushed her teeth. Ann slept peacefully with her blanket.,1
Jill was reading a book on her electronic reading device. Jill liked one of the pages in the book. Jill used scissors to cut it out. Jill glued it into a notebook. Jill put the notebook under the table lamp.,0
Tom opened up his notebook. Tom took out his pencil. Tom circled all the notes with his pencil. Tom crossed out some of the notes and made changes in the notebook. Tom sent the new notes with the fax machine.,1
"Lee sits on the park bench. Lee looks through his duffle bag. Lee takes a frisbee out of his duffle bag and throws it for his dog. Lee empties his water bottle in a bowl for his dog. Lee takes a drink from his water bottle, since he is thirsty.",0
John was packing for a trip to the North Pole. John disposed of his old suitcase and planned to buy a new one. John packed a hat and gloves into his suitcase along with a snow suit and other cold weather gear. The large suitcase weighed almost eighty pounds. John carried the suitcase to his car.,0
John carried his soccer ball to the park. John kicked the soccer ball to the fence and popped it. John took off his shoes and played in the sandbox. John got out of the sandbox and put on shoes. John drank from his water bottle.,1
John turned the knob on the oven but the oven was broken. John took out the knife from the drawer. John cut open the watermelon and removed the rind. John juiced the melon and put it in the cup. John put the melon rind in the dustbin.,1
Mary picked up a box off the shelf. Mary opened the box. Mary took a screwdriver out of the box. Mary took her bicycle apart with the screwdriver. Mary placed the box back on the shelf.,1
Lee sat on the bench. Lee watched the leaves fall off the tree. Lee stabs the basketball with a knife. Lee finished the water bottle. Lee played basketball.,0
"Mike tried to start the lawnmower, and it did not work. Mike got down his toolbox to fix the lawnmower. Mike got out his hammer and wrench, and tried to use them. Mike tried to use the scissors to clear the clogs from the lawnmower. When he was done, Mike put the toolbox back on the shelf.",1
Tom bleached his shirt. Tom took a shower. Tom dried his hair using hair dryer. Tom looked in the mirror. Tom brushed his hair.,1
Ann cut the magazine into tiny pieces with the scissors. Ann put the pencil back in the pencil box. Ann opened her laptop computer and began typing. Ann sent an email to her teacher. Ann turned off her laptop computer.,1
John picked up the broken axe and threw it away. John chopped some wood with an axe and formed the rack. John took a wrench and tightened some bolts on the rack. John put his bicycle on the rack and saw that it fit nicely. John put away all the tools he used.,0
John walked in through the door. John sat on the couch. John switched off his phone. John picked up his phone when it rang. John turned his tv lower.,0
Tom put the hammer on his tool belt. Tom placed the axe in the car trunk. Tom placed the drill in the car. Tom started driving the car. Tom got off the bicycle.,0
Ann was making some notes in her notebook when the clock struck midnight. Ann closed the notebook on the table and picked up her necklace and put it in her jewelry box. Ann checked the front door to make sure it was locked and bolted. Ann went into the bedroom and turned on the light switch. Ann took off her necklace and put it on the nightstand.,0
"John arrived home and untied his shoes. John looked out the window and it looked like a thunderstorm was brewing. John smiled at the clear, blue sky, which was warm and filled with sunshine. John looked at the clock to see what time it was. John went into the kitchen and began getting dinner ready.",0
"Ann saw that her living room table was cluttered, and began to clean the room. Ann took the laptop, the coffee mug, and the cell phone out of the living room and back where they went. Ann threw the broken vacuum in the dumpster. Ann vacuumed the rug. Ann lit a candle to make the living room smell nice.",0
Ryan entered the bathroom to take bath. Ryan switched on the heater. Ryan started shaving his beard. The water got heated. Ryan took bath and came out.,1
John got the wrench. John loosened the bolt on his red car with the wrench. John removes the part from his car. John throws the part in the trash. John drove his red car away.,0
John takes his couch out of the house. John takes his coffee table out of the house. John goes back into the living room to phone his wife. John trips over a toy car on the floor. John sits on the couch to watch TV.,0
John took a shower and got out to dry off with a towel. John placed the towel in the laundry basket. John set the laundry basket on the toilet seat. John got dressed and brushed his hair with a hair brush. John picked up the laundry basket and took it to the laundry room.,1
John opened up his fridge. John took out the cucumber. John cut up the cucumber and put it in a bowl. John ate all of the cucumber. John tossed the donut in the dustbin.,1
Sally opened the oven door. Sally placed a pizza in the oven. Sally opened the cabinet above the sink. Sally took down a knife and a plate. Sally sliced a cucumber for dinner.,1
John opened the door to his office. John walked to his chair and sat in it. John unplugged his computer. John took a sip of coffee from his coffee mug. John used his keyboard to log in to his computer.,0
John played on the seesaw. John got off the seesaw and sat on the bench. John cleaned his shirt with a towel. John threw his empty water bottle away. John took a drink from his water bottle.,0
Mary lost her bicycle. Mary put the bicycle in the car. Mary tied a rope around the bicycle. Mary found a bucket from the garage floor. Mary put the extra rope in a bucket.,0
John opened up his fridge. John threw away the cucumber. John cut up the cucumber and put it in a bowl. John ate all of the cucumber. John tossed the donut in the dustbin.,0
John opened the fridge. John got the ice cream. John put some ice cream on a plate. John peeled a banana. John put the banana on the plate.,1
Tom put the baseball bat in the closet. Tom put the tennis racket and snowboard in the car. Tom took all the air out of the basketball. Tom put the basketball in the duffel bag. Tom put the duffel bag in the car.,1
John grabbed a chair. John sat on the chair. John reached for the phone. John knocked his eyeglasses off the table and broke them. John turned on the radio.,1
Lee opened the freezer door to find something to eat. Lee found a frozen dinner to cook in the microwave. Lee took the dinner out of its cardboard box. Lee opened one side of the plastic covering the dinner. Lee put the dinner in the microwave and set the timer at 15 minutes.,1
John put the whole bottle of bleach into the bathtub in order to clean it. John put the soap bar into the cabinet above the mirror. John put his socks into the laundry basket. John cleaned the bath. John took the full bottle of bleach out of the bathroom.,0
Tom sat on the chair. Tom put the notebook away. Tom drew an apple with the pencil. Tom cut the drawings with scissors. Tom making the copier of his drawings.,0
"John drove to the park and parked under a tree to shade his car. John took a duffel bag out of the trunk and placed it next to a fence. John sat down and opened the duffle bag. John took out a skateboard, a tennis ball and some shorts. John realized that he had picked up his son's duffel bag by mistake.",1
Tom dropped his carton of eggs. Tom beat the egg in a bowl. Tom put the bowl in the oven. Tom opened the cabinet and took out a knife and a plate. Tom cut the cucumber into thin slices.,0
Ann turned on the faucet. Ann looked for the detergent but found there was none. Ann put her skirt in the basin. Ann put her pants in the basin. Ann washed the clothes with detergent.,0
John had a new chainsaw. John was missed the key to the box that contain chainsaw. John set up a ladder to cut a tree down. John used a rope to haul the tree stump. John used his car to drive to the dump to dispose of his tree stump.,0
"Liz turned the oven off. Liz opened the cabinet. Liz got out a bowl. Liz put flour, cake and milk in the bowl. Liz mixed up all the ingredients and baked them in the oven.",0
Ann played on the see-saw. Ann walked towards the park fence. Ann opened her duffle bag. Ann found out that she forgot her water bottle. Ann drank some water from the bottle.,0
Tom peeled an orange. Tom scooped out some ice cream. Tom baked a cake in the oven. Tom stirred the cake batter. Tom placed the dirty plate and spoon in the sink.,0
Tom used the hammer on the bicycle. Tom used the chainsaw on the bicycle. Tom put the scissors and rope in the box. Tom could not repair the bicycle. Tom put away the box.,1
Ann got dressed for the beach and put on her favorite flip-flops. Ann unplugged the radio from the power outlet and put batteries in it. Ann blew out the scented candle she had burning in the kitchen. Ann took a deep breath to smell the candle burning. Ann picked up her tote bag and headed out the door to the beach.,0
John ate all the ice cream. John ate the cake. John drank some milk. John poured the rest of the milk in a bowl. John put the ice cream in the fridge.,0
Mary is searching for a screwdriver so she opened the toolbox. Mary could only find a hammer and an axe. Mary saw a box on a shelf in the garage. Mary walked around the car and moved the bicycle aside. Mary found the screwdriver in the box and went into the house.,1
"Ann turned on the lawnmower in her yard but it did not start. Ann had to use a drill to remove the blade from the broken lawnmower. Ann then looked for a hammer in her car, but it was locked and she could not find her keys. Ann next fixed her bicycle tire. Ann put the box in her car.",0
"John took off his shirt, shorts, and socks. John put the clothes in the washing machine. John ran water in the bathtub and then sat in the bathtub. John used the soap bar and a washcloth to wash his body. John stood up and reached for a towel and dried his body. John then used a hair dryer to dry his hair.",1
John was riding his bicycle. John braked when he saw a car. John was carrying a bucket. In the bucket was water. The wrench flew out of the bucket.,0
Ann used a toothbrush to brush her teeth. Ann walked into the shower. Ann used the shampoo to wash her hair. Ann used a hair dryer to dry her hair. Ann put her shorts in the washing machine.,1
Ann put her pants in the sink. Ann turned on the water faucet. Ann put on her dry pants. Ann added detergent to the water. Ann put on her skirt.,0
John played in the sandbox. John finished the water in his water bottle. John kicked the soccer ball around. John rode his skateboard home. John took his shoes off and went into the house.,1
Ann walked her dog to a park. Once at the park Ann unleashed her dog. Her dog ran around the grass and explored some of the nearby trees. Ann then called her dog back to her. Ann then gave her dog some water in a dish.,1
Ann turned on the water in the bathtub. Ann proceeded to take a bath in the bathtub. Ann went to the faucet and looked in the mirror. Ann brushed her hair with a hair brush. Ann used toothbrush on her teeth.,1
Tom beat the egg before scrambling it. Tom peeled the shell from the egg. Tom scooped some ice cream into a bowl. Tom sliced the orange. Tom added orange into the bowl.,0
Tom took off the wrench from the shelf. Tom got the screwdriver from the toolbox. Tom has difficulty disassembling the bicycle. Tom put the bicycle parts into the wooden box. Tom sealed the box with tape.,0
Jill was watching a video on her computer. Jill had a notebook beside her. Jill pulled a pen out of a box. Jill used the pen to take notes on the notebook. Jill closed the video and turned off the computer.,1
Tom's bike had a flat tire. Tom could not find a wrench. Tom used the wrench and the screwdriver to take off the flat tire. Tom put on a new tire and pumped air into it. Tom rode the bike to the park.,0
John lent his stapler to Paul. John sat down at his computer and did some work. John sent several emails to his customers. John got up to make a cup of coffee. John sat down on his chair again.,1
Mary filled the sandbox with sand. Mary set up the fence around the sandbox. Mary set up the tennis net in the middle of the sandbox. Mary took off her shoes and jumped into the sandbox. Mary had a good time with her friends in the sandbox.,1
Tom spilled toothpaste on his socks. Tom put the socks in the sink to soak. Tom added detergent to the socks. Tom washed the wet socks in the sink. Tom put on his socks.,0
"Mary was getting ready to go for a bicycle ride. Mary wanted to straighten up the garage before she went. Mary went into the garage and picked up a bucket. Mary put a screwdriver, a rope, and a small box of staples in the bucket. Mary put the bucket on a shelf and got on her bicycle and rode away.",1
Jill was reading a book. Jill liked one of the pages in the book. Jill used scissors to cut it out. Jill glued it into a notebook. Jill put the notebook under the table lamp.,1
Mary got out of her car. Mary found a box on the garage floor. Mary used a chainsaw to open the box. Mary found a rope in the box. Mary could not open the box.,0
Mary took out the lamp from its package. Mary smashed the lamp on the floor. Mary moved the chair. Mary sat down in the chair. Mary turned on the television.,1
Ann took a shower in the morning. Ann used the hair dryer to dry her hair while looking in the mirror. Ann put the shampoo bottle on the shelf in the shower. Ann put her toothbrush in the cabinet and picked up all the wet towels from the floor. Ann went into the bedroom to get her hair dryer.,0
John walked into the office. John sat at his desk. John opened up his book bag. John took out his notebook. John began writing down notes.,1
John arrived home and took off his shoes. John turned on the radio. John set the alarm on the clock. John opened the window. John listened to the radio.,1
John turned on the stove. John put the pan on the stove. John put the butter in the pan. John added the egg to the pan. John stirred the egg in the pan.,1
"John sat down at a table and turned on his table lamp. John then put a box filled with one pen, a pair of scissors and a notebook onto his table. John used the pen to write inside his notebook. John took his scissors out of the box and cut the box into lots of tiny pieces. John put the scissors, pen and notebook back into the box.",0
"Tom got off the see-saw. Tom went to the water fountain. Tom filled his water bottle, closed it, and put it back in his bag. Tom dropped the bottle and spilled all of his water on his duffle bag. Tom pulled out the volleyball from the duffle bag and let it dry.",0
Ann sat in the chair. Ann unplugged the phone. Ann picked up a pencil. Ann opened the book. Ann grabbed the book from the shelf.,0
Lee put the vegetables into the fridge. Lee cut and peeled vegetables. Lee put vegetables and other ingredients into cookware that was already on stove. Lee prepared tasty gravy with tamarind and vegetables. The wonderful and tasty lunch gravy was ready to serve. Lee called all family members for lunch.,0
Mary shattered her TV with a hammer. Mary placed the TV on the TV stand. Mary used a screwdriver to attach the TV and TV stand together. Mary rotated the TV to face her couch. Mary plugged the TV into the outlet.,0
John got out from the bathtub and drained all the water. John brushed his wet hair with the hair brush. John closed the toilet lid and sat on it. John put on clean socks. John stood up and looked in the mirror.,1
John put a bowl on the counter. John turned on the oven. John mixed the cake batter. John ate the ice cream. John baked the cake.,1
Ann was working from home and was getting ready to work on her laptop. Ann drove into the office. Ann took a sip of the coffee and checked her cell phone. Ann closed the curtain on the window so she would not be distracted by the bustling neighborhood. Ann opened her laptop and began working on her project.,0
"Ann dices carrots in the kitchen. Ann adds the diced carrots to the bowl. Ann cuts some onions and tomatoes too. Ann adds the onions and tomatoes to the carrots in the bowl. Ann add salt, pepper and lime to the vegetables. Ann enjoyed her salad.",1
Mary put her drink on the coffee table. Mary sat on the couch and watched tv. Mary then received a phone call wishing her a happy birthday. Mary had one helium birthday balloon but it burst when it got stuck in her fan. Mary played balloon toss with her son.,0
"Mary missed her wallet in her living room. Mary started searching for it. Mary searched in the cupboard, TV table. Mary finally found that her dog was playing with her wallet. Mary got her wallet from her dog who was sitting with her in the couch.",1
"John left his keys on the copier. John walked to his table and sat down. John grabbed a stapler to staple his notebook, but it fell apart. John tried to open the drawer but it was locked. John went to the copier to pick up his keys.",1
"John arrived home and untied his shoes. John looked out the window and it looked like a thunderstorm was brewing. John got a candle out of the cabinet, just in case the electricity went out. John looked at the clock to see what time it was. John went into the kitchen and began getting dinner ready.",1
Tom took the potato out of the oven. Tom mashed the potato. Tom melted butter in the microwave. Tom put the mashed potato and butter in a cup. Tom ate the mashed potato with a spoon.,1
Mary took her shoes off. Mary threw her shoes over a tall fence. Mary threw a football over the tall fence. Mary threw a frisbee over the tall fence. Mary climbed over the fence.,1
"John woke up in the morning, and looked in the bathroom mirror. John took a bath in the bathtub, and washed with soap. John got dressed, and put on his shirt, shorts, and socks. John brushed his teeth with the toothbrush. John used the hair dryer to finish drying his hair, and then he was ready for the day.",1
Mary turned on the stove. Mary heated up the pan. Mary cracked the egg into the pan. Mary prepared her plate. Mary ate the egg.,1
Mary vacuumed the carpet. Mary removed the vacuum from the power outlet. Mary checked the clock. Mary lost her guitar recently. Mary read a magazine.,1
John turned on the sink and let water run. John found he was out of detergent. John used some detergent to wash the dishes. John noticed he was out of a soap bar when he went to wash his hands. John got his shorts wet from doing the dishes.,0
Tom took the hammer out and broke a few pieces of wood. Tom took the hammer and hammered nails to the wood. Tom put all the pieces of wood together and finished making a box. Tom painted the box using blue paint. Tom put the box in the garage to dry.,0
"Ann entered the office and sat down at her desk. Ann realize she forgot her laptop at home. Ann opened the side drawer, took out a stapler and notebook and placed them on her desk. Ann opened her laptop and plugged in her new external keyboard. Ann answered the phone and opened her notebook to take notes of the conversation.",0
John was standing at the sink. John turned on the faucet and filled the sink. John added all the detergent to the sink. John added a skirt to the sink. John added some shorts to the sink.,1
John moved the couch to the window. John sat down and looked out the window. John stood up and packed up his suitcase. John chopped his suitcase into pieces. John took his suitcase and went out.,0
John got a chainsaw out to cut down a tree. John used some scissors to cut off small bushes outside. John then put the small bushes in a bucket. John then saw a box that had bugs all over it. John placed the box in the trash.,1
Mary sat down on the couch in the living room. Mary reached for the television remote. Mary could not find the television remote so she decided to sleep in the couch. Mary chose a movie she wanted to watch. Mary watched the movie.,0
Ann put on her shoes. Ann rode her skateboard to the park. Ann played on the see-saw. Ann forgot to bring along her water bottle. Ann drank from the water bottle.,0
Ann cracked the eggs and put them in the bowl. Ann stirred the eggs in the bowl until they were blended. Ann sliced the eggs. Ann started the stove top with the gas starter. Ann begin to cook the eggs in the pan.,0
John put down the chainsaw. John laid the scissors down beside it. John put both of them in a box. John put the box in the trunk of his car. John closed the trunk and started his car.,1
John plugged the sink. John gathered water from the faucet. John used the soap bar on the stain. John also used detergent on the stain. John got his new shorts dirty by cleaning the sink.,1
Tom repaired the tennis net at the country club as part of his responsibility as the maintenance manager. Tom also repainted the see-saw and fixed the wires on the fence. Tom tore a hole in his favorite shorts when he hooked them on a wire while fixing the fence. Tom went into the building and repaired his shorts. Tom called the fence company to repair the fence.,0
Tom took out the potato. Tom turned on the oven. Tom put the butter in the oven. Tom put the potato in the oven. Tom ate the potato with the spoon.,1
Tom repaired the tennis net at the country club as part of his responsibility as the maintenance manager. Tom also repainted the see-saw and fixed the wires on the fence. Tom tore a hole in his favorite shorts when he hooked them on a wire while fixing the fence. Tom went into the building and repaired his shorts. Tom got off work and went home.,1
Mary turned the stove on. Mary filled the pan with water. Mary put the pan on the stove. Mary boiled the eggs for 10 minutes. Mary peeled and ate the hard boiled eggs.,1
Lee was preparing dinner. Lee put a pot of water on the stove and set it to boil. Lee prepared spaghetti sauce. Lee destroyed the pot. Lee took a box of spaghetti out of the cupboard. Lee put the spaghetti into the boiling water.,0
Mary was sitting at a table working on her laptop. Mary picked up a pen and started tapping it on a stapler. Mary wrote a few words on a paper. Mary looked around for a pair of scissors. Mary looked all over the room for her stapler.,0
Ann opened the door and entered the room at night. Ann threw her notebook in the fire. Ann looked at the clock. Ann sat by the table. Ann wrote in her notebook.,0
