story,label,breakpoint,id,fold
"['John went to the bathroom, brushed his teeth and took a shower.', 'John used a soap bar to clean himself while in the shower.', 'John finished his shower and used a towel to dry his body and a hair dryer to dry his hair.', 'John used the mirror when he was drying his hair.', 'John finished drying his hair and went to the laundry room and used the washing machine.']",1,-1,train_275,1
"['John placed the ladder near the tree.', 'John used the chainsaw to cut off all the tree branches.', 'John put the branches in a box.', 'John put the box in the car.', 'John drove his car to the tree waste disposal site.']",1,-1,train_276,2
"['Ann turned the faucet on.', 'Ann rubbed the soap bar on her skirt.', 'Ann rinsed the skirt under the faucet.', 'Ann turned off the faucet.', 'Ann dried her skirt under the hair dryer.', 'Ann put her skirt back on.']",1,-1,train_277,3
"['Mike wanted to repair his car.', 'Mike went to his shop.', 'Mike was admitted into the hospital.', 'Mike finished later in the day.', 'Mike drove the car around.']",0,3,train_278,8
"['Mary set her laptop and printer on her table.', 'Mary placed her phone and notebook on the left side.', 'Mary put her pen, stapler, and scissors in the drawer.', 'Mary placed her magazine to the side for break time.', 'Mary used the laptop to write an email.']",1,-1,train_279,9
"['Lee wore shoes and shorts.', 'Lee carried the duffle bag to the park.', 'Lee sat on the bench.', 'Lee played on the see-saw.', 'Lee threw frisbee with his friends.']",1,-1,train_280,4
"['John took a plate out of the cabinet.', 'John cut a slice of cake and put it on the plate.', 'John scooped out the last of the ice cream and put it on the plate next to the cake.', 'John opened the fridge to get some milk.', 'John poured the milk into a cup and drank it while eating cake and ice cream.']",1,-1,train_281,7
"['Mary wore her shorts.', 'Mary went by the swings.', 'Mary flew her kite.', 'Mary put the kite in the duffle bag.', 'Mary started playing with the football.']",1,-1,train_282,6
"['John sat down at his desk in his workplace office.', 'John went to meet his boss in a nearby cubicle.', 'John saw that his boss was not there.', 'John returned to his computer to follow up on some emails.', 'John went to the office printer to scan some receipts he needed to reply to some emails.']",1,-1,train_283,5
"['Tom walked into his office to answer the phone.', 'Tom sat down at his desk and picked up the phone.', 'Tom picked up a pen and began taking notes of the phone call.', 'Tom got off the phone and put his notes into his to-do box.', 'Tom sent the work he completed on his computer to the printer.']",1,-1,train_284,8
"['Tom pulled out his chair and sat on it.', 'Tom put his hands on the table.', 'Tom unlocked the drawer.', 'Tom took out the book.', 'Tom wrote in the book with a pen.']",1,-1,train_285,0
"['John was sick so he did not go to work today.', 'John went to meet his boss in a nearby cubicle.', 'John saw that his boss was not there.', 'John returned to his computer to follow up on some emails.', 'John went to the office printer to scan some receipts he needed to reply to some emails.']",0,1,train_286,9
"['John hopped onto the couch after getting home.', 'John left the house door open because it was so hot out.', 'John set the house on fire.', 'John picked up the phone after it rang.', 'John turn down the TV and talked on the phone.']",0,4,train_287,6
"['John put towel in bathroom.', 'John put shorts and socks in washing machine.', 'John took a bath in bathtub.', 'John used hair dryer after having soap bath.', 'John used mirror while brushing his teeth.']",1,-1,train_288,9
"['Tom pulled up a chair at the kitchen table to make some posters.', 'Tom checked his supplies for a pen and scissors which he found in a box.', 'Tom looked for a ruler, which he could not find, so he decided to use a book as a guide instead.', 'Tom got a book from the bookcase to use to help make straight lines.', 'Tom sat down in the chair and began making his posters.']",1,-1,train_289,0
"['Tom threw the cereal in the dustbin.', 'Tom took a pan from the cupboard.', 'Tom poured soup into the pan.', 'Tom heated the soup on the stove.', 'Tom ate the soup.']",1,-1,train_290,8
"['John walked by the fence.', 'John sat down on the bench.', 'John opened his duffle bag.', 'John took his shoes out of the duffle bag.', 'John put on his shoes.']",1,-1,train_291,1
"['John brings his towel into the bathroom.', 'John looks in the mirror as he uses his toothbrush and toothpaste.', 'John gets in the bathtub with his soap bar and takes a bath.', 'John dries his hair with the hair dryer.', 'John then puts on his shirt, shorts, socks and underwear.']",1,-1,train_292,3
"['Tom turned on his printer.', 'Tom spilled coffee on his keyboard and ruined it.', 'Tom wrote an article with the pen.', 'Tom made three copies of the article with the printer.', 'Tom put the copies in the drawer.']",1,-1,train_293,2
"['Ann walked into her office and turned on the table lamp.', 'Ann checked the fax machine to see if there were any faxes.', 'Ann opened her supplies drawer and took out a box of paper clips, a pencil and some scissors.', 'Ann opened her briefcase and took out her notebook.', 'Ann sat down and began working on the project she was starting that morning.']",1,-1,train_294,4
"['Mary broke her bicycle.', 'Mary put the bike in the box.', 'Mary assembled a shelf.', 'Mary used a screwdriver.', 'Mary put a bucket on the shelf.']",1,-1,train_295,6
"['Ann moved her couch off the carpet.', 'Ann used the vacuum on the carpet.', 'Ann put her laptop, candle and book on the table.', 'Ann dumped her coffee mug in the sink.', 'Ann picked up the umbrella and put it in the mud room.']",1,-1,train_296,5
"['Mary was getting ready to clean her bathroom.', 'Mary cleaned the bathroom mirror until it sparkled.', 'Mary put the toothpaste and other items in the bathroom cabinet.', 'Mary picked up the socks and towels and put them in a laundry basket.', 'Mary went back into the bathroom to clean the mirror.']",0,4,train_297,8
"['Tom opened the fridge.', 'Tom took out the ice cream.', 'Tom took out the banana.', 'Tom cut up the banana with the knife into many slices.', 'Tom put the banana on the ice cream.']",1,-1,train_298,7
"['John threw the rope over the car.', 'John got the ladder.', 'John used the ladder to climb to the top of the car.', 'John tied a box on the car roof.', 'John get off the car roof.']",1,-1,train_299,2
"['Ann closes her laptop and unplugs the television.', 'Ann looks at the clock on the tv and realizes it is time to go to work.', 'Ann turns off the television and blows out the candle.', 'Ann walked across the carpet to the table at the corner of the living room.', 'Ann grabs her cell phone, umbrella, her book and she is ready to go.']",0,2,train_300,2
"['Tom took a plate out of the cupboard.', 'Tom got the cake out of the fridge.', 'Tom used a knife to cut out a piece of cake.', 'Tom put the piece of cake on the plate.', 'Tom used a spoon to put ice cream next to the cake.', 'Tom enjoyed eating the cake and ice cream.']",1,-1,train_301,1
"['Tom drank all of the milk.', 'Tom opened the fridge and took an orange.', 'Tom peeled the orange.', 'Tom ate the orange.', 'Tom poured the milk in the cup.']",0,4,train_302,1
"['Ann brushed her teeth, rinsed and turned off the faucet.', 'Ann put the toothpaste back in the drawer and put the shampoo bottle on the shelf.', 'Ann used the hair dryer to dry her wet hair.', 'Ann went into bedroom and turned over the top sheet and blanket.', 'Ann got into bed and was warm and cozy under the blanket.']",1,-1,train_303,3
"['Tom put on his shorts.', 'Tom went to the park with his friend.', ""Tom's friend left for home."", 'Tom threw the baseball with his friend.', 'Tom wiped his sweat with the towel.']",0,3,train_304,4
"['John put the cereal on the counter.', 'John threw the cereal into the dustbin.', 'John put the watermelon on the counter.', 'John cut the watermelon with a knife.', 'John put the watermelon in a cup.']",1,-1,train_305,6
"['Ann took the lawnmower out of the shed.', 'Ann saw that the chainsaw and the hammer were on the ground.', 'Ann put the chainsaw and the hammer in a box in the shed.', 'Ann moved her bicycle from the garden and cut the grass very short.', 'Ann put the lawnmower back in the shed.']",1,-1,train_306,5
"['John wanted to clean a stain on his shorts.', 'John turned on the faucet.', 'John grabbed the detergent.', 'John put on his shorts.', 'John put his shorts in the sink.']",0,4,train_307,3
"['John leaned against the fence.', 'John put on a pair of shorts.', 'John threw his duffel bag up into a tree and it stuck.', 'John climbed up the tree but still could not reach the bag.', 'John gave up and rode his skateboard home.']",1,-1,train_308,9
"['Ann took out the bread to toast.', 'Ann took out the jam.', 'Ann sliced the bread and toasted it.', 'Ann took some fruit jam and pasted in the bread slices.', 'Ann served the bread in the plate.']",1,-1,train_309,8
"['John found he was out of popcorn.', 'John got a bottle of beer out of the fridge.', 'John took a handful of popcorn from the bowl.', 'John enjoyed the beer and popcorn while watching tv.', 'John ate the cake.']",0,2,train_310,5
"['Mary pulled the chair away from the table.', 'Mary sat in the chair and opened the laptop.', 'Mary selected some documents on the laptop to print.', 'Mary stood up from the chair and walked over to the printer.', 'Mary grabbed the freshly printed documents and stapled them together with the stapler.']",1,-1,train_311,4
"['Sam sat in the chair.', 'Sam turned off his desktop computer.', 'Sam typed on his keyboard.', 'Sam wrote in his notebook.', 'Sam used the scissors to cut a piece of the notebook paper out.']",0,2,train_312,0
"['John opened the freezer and took out the ice cream.', 'John scooped out some ice cream and put it in a blender.', 'John opened the fridge to get some fruit and knocked a bowl of butter on the floor.', 'John ate the fruit.', 'John put fruit in the blender and made some shake.']",0,4,train_313,7
"['John was packing for a trip to the North Pole.', 'John placed his suitcase on his bed and opened it up.', 'John packed a hat and gloves into his suitcase along with a snow suit and other cold weather gear.', 'The large suitcase weighed almost eighty pounds.', 'John carried the suitcase to his car.']",1,-1,train_314,7
"['Tom took wrench from toolbox.', 'Tom took tester from the cupboard.', 'Tom used both wrench and tester to repair motorbike.', 'Tom open the screws of side dome.', 'Tom cleaned the inside part and fixed the dome.']",1,-1,train_315,0
"['Ann lost her lawnmower.', 'Ann saw that the chainsaw and the hammer were on the ground.', 'Ann put the chainsaw and the hammer in a box in the shed.', 'Ann moved her bicycle from the garden and cut the grass very short.', 'Ann put the lawnmower back in the shed.']",0,4,train_316,5
"['Ann walked her dog to a park.', 'Ann picked up the dog and held him in her arms the entire time.', 'Her dog ran around the grass and explored some of the nearby trees.', 'Ann then called her dog back to her.', 'Ann then gave her dog some water in a dish.']",0,2,train_317,2
"['John typed on his keyboard.', 'John found the fax machine was not on.', 'John went to the fax machine.', 'John unplugged the fax machine.', 'John sent a fax to the customer.']",0,4,train_318,4
"['Tom put the glove on the coffee table.', 'Tom put a bracelet on the coffee table.', 'Tom turned on the fan.', 'Tom watched the glove blown out of the window.', 'Tom put on the bracelet.']",1,-1,train_319,2
"['Tom got into the shower.', 'Tom grabbed the shampoo bottle.', 'Tom opened the shampoo bottle.', 'Tom washed his hair.', 'Tom got out of the shower.', 'Tom used the hair dryer.']",1,-1,train_320,3
"['Tom has an axe in his hand.', 'Tom also has a hammer.', 'Tom leaves the drill behind because he cannot carry it.', 'Tom uses the hammer on his car.', 'Tom drives a pristine car away.']",0,4,train_321,0
"[""Mary's car was broken."", 'Mary grabbed the axe for the car door.', 'Mary used the hammer to fix the car door.', 'Mary had a broken bike.', 'Mary rode her bike.']",0,4,train_322,7
"['Tom put his hat on his head.', 'Tom packed his shoes in his suitcase.', 'Tom put his gloves in his backpack.', 'Tom broke the umbrella in half.', 'Tom put his backpack on his back.']",1,-1,train_323,8
"['Mary put her drink on the coffee table.', 'Mary sat on the couch and watched tv.', 'Mary then received a phone call wishing her a happy birthday.', 'Mary had one helium birthday balloon but it burst when it got stuck in her fan.', 'Mary picked up the pieces of the balloon from the floor.']",1,-1,train_324,4
"['John walked by the fence.', 'John sat down on the bench.', 'John opened his duffle bag.', 'John put his shoes into the duffle bag.', 'John put on his shoes.']",0,4,train_325,6
"['Ann sat in the chair.', 'Ann unplugged the phone.', 'Ann picked up a pencil.', 'Ann opened the book.', 'Ann wrote in the book.']",1,-1,train_326,1
"['Mary wanted to make an apple pie.', 'Mary bought an apple from the store.', 'Mary peeled the apple.', 'Mary cut the apple into slices.', 'Mary set the apple into the pie.']",1,-1,train_327,5
"['Mary sat down at her desktop computer.', 'Mary typed on her keyboard.', 'Mary printed a memo in blue ink.', 'Mary used scissors to cut her memo into small pieces.', 'Mary turned off her desktop computer.']",1,-1,train_328,7
"['John drank milk from a cup.', 'John threw the cup in the dustbin.', 'John filled the cup up with more milk.', 'John cut it with a knife.', 'John ate the watermelon.']",0,2,train_329,9
"['Ann turned on the light switch.', 'Ann took the playing cards from the desk drawer.', 'Ann put flowers in the vase.', 'Ann sat at the table.', 'Ann played the poker game with the playing cards.']",1,-1,train_330,6
"['John got in the bathtub.', 'John used his soap bar to wash up.', 'John got out and dried off with a towel.', 'John dropped his toothbrush into the toilet.', 'John then brushed his teeth with a toothbrush.']",0,4,train_331,8
"['Tom carried the duffle bag and sat on the see-saw.', 'Some people were playing volleyball nearby.', 'Tom threw his water bottle away.', 'Tom gave his water bottle to the people playing volleyball.', 'The people playing volleyball drank the water.']",0,3,train_332,1
"['Tom opened the garage door.', 'Tom took the gas can and filled up the mower.', 'Tom started the mower.', 'Tom put the mover into the garage.', 'Tom began mowing the grass.']",0,4,train_333,3
"['Ann got the bowl out of the cupboard and a spoon from the drawer.', 'Ann put some cereal in the bowl and took some milk out of the fridge.', 'Ann poured some milk on the cereal and ate at the counter.', 'Ann cut up part of a cucumber to put on a salad for her lunch.', 'Ann went to the store to buy some milk for her cereal.']",0,4,train_334,7
"['Tom brushed his hair with his hair brush.', 'Tom went to the sink and used his toothbrush.', 'Tom went to get his shirt and shorts out of the dryer.', 'Tom got out his shirt but found his shorts had been ripped to shreds.', 'Tom put on the shirt and shorts.']",0,4,train_335,0
"['John closed and locked the front door of his house.', 'John plugged in his TV into the power outlet.', 'John turned on his TV.', 'John picked up his notebook from the kitchen counter.', 'John threw his notebook out the front door.']",0,4,train_336,6
"['Ann brushed her teeth, rinsed and turned off the faucet.', 'Ann put the toothpaste back in the drawer and put the shampoo bottle on the shelf.', 'Ann used the hair dryer to dry her wet hair.', 'Ann went into bedroom and turned over the top sheet and blanket.', 'Ann went back into the bathroom to look for her hair dryer.']",0,4,train_337,4
"['Ann planned to wash her clothes in the bathtub.', 'Ann filled the tub with hot water and soap.', 'Ann put her white pants and red socks in the water.', 'Ann saw that her pants turned pink.', 'Ann refilled the bathtub and put her pants and some bleach in the water.']",1,-1,train_338,9
"['Mary took a shower in the bathtub.', 'Mary grabbed the toothbrush and brushed her teeth.', 'Mary grabbed the socks from the washer.', 'Mary put the socks in the dryer.', 'Mary smelled bad.']",0,4,train_339,1
"['Mary sliced the apple.', 'Mary ate the orange.', 'Mary put the donut and the cake into a box.', 'Mary baked an apple pie.', 'Mary squeezed the juice from the orange.']",0,4,train_340,5
"['Mary wore her shorts.', 'Mary went by the swings.', 'Mary flew her kite.', 'Mary took the kite from the duffle bag.', 'Mary started playing with the football.']",0,3,train_341,3
"['Mike wanted to watch his favorite TV show.', 'Mike found the remote control.', 'Mike sat down on the couch and turned the TV on.', 'Mike changed the channel to the one where his show would be.', 'Mike got up during a commercial to get a drink.']",1,-1,train_342,0
"['John chopped his chair into pieces with an axe.', 'John sat in his chair.', 'John took out his scissors.', 'John used the phone to consult with his mentor.', 'John used the scissors to perform the operation.']",0,1,train_343,2
"['Ann got out of the bathtub.', 'Ann brushed her hair with the hair brush.', 'Ann looked in the mirror.', 'Ann turned on the faucet and brushed her teeth.', 'Ann slept peacefully with her blanket.']",1,-1,train_344,1
"['Jill was reading a book on her electronic reading device.', 'Jill liked one of the pages in the book.', 'Jill used scissors to cut it out.', 'Jill glued it into a notebook.', 'Jill put the notebook under the table lamp.']",0,2,train_345,8
"['Tom opened up his notebook.', 'Tom took out his pencil.', 'Tom circled all the notes with his pencil.', 'Tom crossed out some of the notes and made changes in the notebook.', 'Tom sent the new notes with the fax machine.']",1,-1,train_346,8
"['Lee sits on the park bench.', 'Lee looks through his duffle bag.', 'Lee takes a frisbee out of his duffle bag and throws it for his dog.', 'Lee empties his water bottle in a bowl for his dog.', 'Lee takes a drink from his water bottle, since he is thirsty.']",0,4,train_347,9
"['John was packing for a trip to the North Pole.', 'John disposed of his old suitcase and planned to buy a new one.', 'John packed a hat and gloves into his suitcase along with a snow suit and other cold weather gear.', 'The large suitcase weighed almost eighty pounds.', 'John carried the suitcase to his car.']",0,2,train_348,4
"['John carried his soccer ball to the park.', 'John kicked the soccer ball to the fence and popped it.', 'John took off his shoes and played in the sandbox.', 'John got out of the sandbox and put on shoes.', 'John drank from his water bottle.']",1,-1,train_349,3
"['John turned the knob on the oven but the oven was broken.', 'John took out the knife from the drawer.', 'John cut open the watermelon and removed the rind.', 'John juiced the melon and put it in the cup.', 'John put the melon rind in the dustbin.']",1,-1,train_350,5
"['Mary picked up a box off the shelf.', 'Mary opened the box.', 'Mary took a screwdriver out of the box.', 'Mary took her bicycle apart with the screwdriver.', 'Mary placed the box back on the shelf.']",1,-1,train_351,0
"['Lee sat on the bench.', 'Lee watched the leaves fall off the tree.', 'Lee stabs the basketball with a knife.', 'Lee finished the water bottle.', 'Lee played basketball.']",0,4,train_352,5
"['Mike tried to start the lawnmower, and it did not work.', 'Mike got down his toolbox to fix the lawnmower.', 'Mike got out his hammer and wrench, and tried to use them.', 'Mike tried to use the scissors to clear the clogs from the lawnmower.', 'When he was done, Mike put the toolbox back on the shelf.']",1,-1,train_353,9
"['Tom bleached his shirt.', 'Tom took a shower.', 'Tom dried his hair using hair dryer.', 'Tom looked in the mirror.', 'Tom brushed his hair.']",1,-1,train_354,6
"['Ann cut the magazine into tiny pieces with the scissors.', 'Ann put the pencil back in the pencil box.', 'Ann opened her laptop computer and began typing.', 'Ann sent an email to her teacher.', 'Ann turned off her laptop computer.']",1,-1,train_355,7
"['John picked up the broken axe and threw it away.', 'John chopped some wood with an axe and formed the rack.', 'John took a wrench and tightened some bolts on the rack.', 'John put his bicycle on the rack and saw that it fit nicely.', 'John put away all the tools he used.']",0,1,train_356,3
"['John walked in through the door.', 'John sat on the couch.', 'John switched off his phone.', 'John picked up his phone when it rang.', 'John turned his tv lower.']",0,3,train_357,1
"['Ann turned on the fax machine and the table lamp.', 'Ann cleaned up her desk, put her scissors and pencil in a box.', 'Ann moved the box and bumped the table lamp, knocking it onto the floor and breaking the bulb.', 'Ann threw away the pieces of broken bulb from the table lamp.', 'Ann turned on the lamp filling the room with light.']",0,4,train_358,6
"['Tom put the hammer on his tool belt.', 'Tom placed the axe in the car trunk.', 'Tom placed the drill in the car.', 'Tom started driving the car.', 'Tom got off the bicycle.']",0,4,train_359,7
"['Ann was making some notes in her notebook when the clock struck midnight.', 'Ann closed the notebook on the table and picked up her necklace and put it in her jewelry box.', 'Ann checked the front door to make sure it was locked and bolted.', 'Ann went into the bedroom and turned on the light switch.', 'Ann took off her necklace and put it on the nightstand.']",0,4,train_360,0
"['John arrived home and untied his shoes.', 'John looked out the window and it looked like a thunderstorm was brewing.', 'John smiled at the clear, blue sky, which was warm and filled with sunshine.', 'John looked at the clock to see what time it was.', 'John went into the kitchen and began getting dinner ready.']",0,2,train_361,9
"['Ann saw that her living room table was cluttered, and began to clean the room.', 'Ann took the laptop, the coffee mug, and the cell phone out of the living room and back where they went.', 'Ann threw the broken vacuum in the dumpster.', 'Ann vacuumed the rug.', 'Ann lit a candle to make the living room smell nice.']",0,3,train_362,2
"['Mary got her suitcase.', 'Mary put her black rain boots in the suitcase.', 'Mary put her hat and gloves in the suitcase.', 'Mary closed the suitcase.', 'Mary packed her umbrella in her backpack.']",1,-1,train_363,4
"['Ryan entered the bathroom to take bath.', 'Ryan switched on the heater.', 'Ryan started shaving his beard.', 'The water got heated.', 'Ryan took bath and came out.']",1,-1,train_364,2
"['John got the wrench.', 'John loosened the bolt on his red car with the wrench.', 'John removes the part from his car.', 'John throws the part in the trash.', 'John drove his red car away.']",0,4,train_365,8
"['John takes his couch out of the house.', 'John takes his coffee table out of the house.', 'John goes back into the living room to phone his wife.', 'John trips over a toy car on the floor.', 'John sits on the couch to watch TV.']",0,4,train_366,0
"['John took a shower and got out to dry off with a towel.', 'John placed the towel in the laundry basket.', 'John set the laundry basket on the toilet seat.', 'John got dressed and brushed his hair with a hair brush.', 'John picked up the laundry basket and took it to the laundry room.']",1,-1,train_367,1
"['Tom was looking through the fence at the athletic field.', 'Tom saw a volleyball court and a baseball field plus a see-saw for the younger kids.', 'Tom picked up his water bottle and took a big drink since it was so hot.', 'Tom grabbed his towel and walked over to the baseball field.', 'Tom sat down on the ground and drank from his water bottle while waiting for the others to show up.']",1,-1,train_368,8
"['John opened up his fridge.', 'John took out the cucumber.', 'John cut up the cucumber and put it in a bowl.', 'John ate all of the cucumber.', 'John tossed the donut in the dustbin.']",1,-1,train_369,7
"['Sally opened the oven door.', 'Sally placed a pizza in the oven.', 'Sally opened the cabinet above the sink.', 'Sally took down a knife and a plate.', 'Sally sliced a cucumber for dinner.']",1,-1,train_370,0
"['John opened the door to his office.', 'John walked to his chair and sat in it.', 'John unplugged his computer.', 'John took a sip of coffee from his coffee mug.', 'John used his keyboard to log in to his computer.']",0,4,train_371,8
"['John played on the seesaw.', 'John got off the seesaw and sat on the bench.', 'John cleaned his shirt with a towel.', 'John threw his empty water bottle away.', 'John took a drink from his water bottle.']",0,4,train_372,7
"['Mary lost her bicycle.', 'Mary put the bicycle in the car.', 'Mary tied a rope around the bicycle.', 'Mary found a bucket from the garage floor.', 'Mary put the extra rope in a bucket.']",0,1,train_373,3
"['John opened up his fridge.', 'John threw away the cucumber.', 'John cut up the cucumber and put it in a bowl.', 'John ate all of the cucumber.', 'John tossed the donut in the dustbin.']",0,2,train_374,2
"['John opened the fridge.', 'John got the ice cream.', 'John put some ice cream on a plate.', 'John peeled a banana.', 'John put the banana on the plate.']",1,-1,train_375,3
"['Tom put the baseball bat in the closet.', 'Tom put the tennis racket and snowboard in the car.', 'Tom took all the air out of the basketball.', 'Tom put the basketball in the duffel bag.', 'Tom put the duffel bag in the car.']",1,-1,train_376,4
"['John grabbed a chair.', 'John sat on the chair.', 'John reached for the phone.', 'John knocked his eyeglasses off the table and broke them.', 'John turned on the radio.']",1,-1,train_377,9
"['Lee opened the freezer door to find something to eat.', 'Lee found a frozen dinner to cook in the microwave.', 'Lee took the dinner out of its cardboard box.', 'Lee opened one side of the plastic covering the dinner.', 'Lee put the dinner in the microwave and set the timer at 15 minutes.']",1,-1,train_378,5
"['John put the whole bottle of bleach into the bathtub in order to clean it.', 'John put the soap bar into the cabinet above the mirror.', 'John put his socks into the laundry basket.', 'John cleaned the bath.', 'John took the full bottle of bleach out of the bathroom.']",0,4,train_379,1
"['Tom sat on the chair.', 'Tom put the notebook away.', 'Tom drew an apple with the pencil.', 'Tom cut the drawings with scissors.', 'Tom making the copier of his drawings.']",0,2,train_380,6
"['John drove to the park and parked under a tree to shade his car.', 'John took a duffel bag out of the trunk and placed it next to a fence.', 'John sat down and opened the duffle bag.', 'John took out a skateboard, a tennis ball and some shorts.', ""John realized that he had picked up his son's duffel bag by mistake.""]",1,-1,train_381,2
"['Tom threw all of the potatoes in the dustbin.', 'Tom peeled the potato on the counter.', 'Tom boiled the potato in a pot.', 'Tom used a spoon to put gravy on potato.', 'Tom cooked the meat in a glass dish.']",0,1,train_382,4
"['Tom dropped his carton of eggs.', 'Tom beat the egg in a bowl.', 'Tom put the bowl in the oven.', 'Tom opened the cabinet and took out a knife and a plate.', 'Tom cut the cucumber into thin slices.']",0,1,train_383,9
"['Ann turned on the faucet.', 'Ann looked for the detergent but found there was none.', 'Ann put her skirt in the basin.', 'Ann put her pants in the basin.', 'Ann washed the clothes with detergent.']",0,4,train_384,5
"['John had a new chainsaw.', 'John was missed the key to the box that contain chainsaw.', 'John set up a ladder to cut a tree down.', 'John used a rope to haul the tree stump.', 'John used his car to drive to the dump to dispose of his tree stump.']",0,2,train_385,2
"['Liz turned the oven off.', 'Liz opened the cabinet.', 'Liz got out a bowl.', 'Liz put flour, cake and milk in the bowl.', 'Liz mixed up all the ingredients and baked them in the oven.']",0,4,train_386,1
"['Ann played on the see-saw.', 'Ann walked towards the park fence.', 'Ann opened her duffle bag.', 'Ann found out that she forgot her water bottle.', 'Ann drank some water from the bottle.']",0,4,train_387,0
"['Tom pulled up a chair at the kitchen table to make some posters.', 'Tom checked his supplies for a pen and scissors which he found in a box.', 'Tom looked for a ruler, which he could not find, so he decided to use a book as a guide instead.', 'Tom got a book from the bookcase to use to help make straight lines.', 'Tom sat down in the chair and began making his posters with a ruler.']",0,4,train_388,4
"['Tom peeled an orange.', 'Tom scooped out some ice cream.', 'Tom baked a cake in the oven.', 'Tom stirred the cake batter.', 'Tom placed the dirty plate and spoon in the sink.']",0,3,train_389,3
"['Tom used the hammer on the bicycle.', 'Tom used the chainsaw on the bicycle.', 'Tom put the scissors and rope in the box.', 'Tom could not repair the bicycle.', 'Tom put away the box.']",1,-1,train_390,6
"['Tom bought a new wrench.', 'Tom cut some rope into very tiny pieces with scissors.', 'Tom used the wrench to loosen some bolts on his bike.', 'Tom took the wheel off his bike.', 'Tom placed the bike wheels in his car trunk.']",1,-1,train_391,1
"['Ann got dressed for the beach and put on her favorite flip-flops.', 'Ann unplugged the radio from the power outlet and put batteries in it.', 'Ann blew out the scented candle she had burning in the kitchen.', 'Ann took a deep breath to smell the candle burning.', 'Ann picked up her tote bag and headed out the door to the beach.']",0,3,train_392,9
"['John ate all the ice cream.', 'John ate the cake.', 'John drank some milk.', 'John poured the rest of the milk in a bowl.', 'John put the ice cream in the fridge.']",0,4,train_393,6
"['Mary is searching for a screwdriver so she opened the toolbox.', 'Mary could only find a hammer and an axe.', 'Mary saw a box on a shelf in the garage.', 'Mary walked around the car and moved the bicycle aside.', 'Mary found the screwdriver in the box and went into the house.']",1,-1,train_394,4
"['Ann turned on the lawnmower in her yard but it did not start.', 'Ann had to use a drill to remove the blade from the broken lawnmower.', 'Ann then looked for a hammer in her car, but it was locked and she could not find her keys.', 'Ann next fixed her bicycle tire.', 'Ann put the box in her car.']",0,4,train_395,5
"['John took off his shirt, shorts, and socks.', 'John put the clothes in the washing machine.', 'John ran water in the bathtub and then sat in the bathtub.', 'John used the soap bar and a washcloth to wash his body.', 'John stood up and reached for a towel and dried his body.', 'John then used a hair dryer to dry his hair.']",1,-1,train_396,8
"['John was riding his bicycle.', 'John braked when he saw a car.', 'John was carrying a bucket.', 'In the bucket was water.', 'The wrench flew out of the bucket.']",0,4,train_397,7
"['Ann used a toothbrush to brush her teeth.', 'Ann walked into the shower.', 'Ann used the shampoo to wash her hair.', 'Ann used a hair dryer to dry her hair.', 'Ann put her shorts in the washing machine.']",1,-1,train_398,2
"['Ann put her pants in the sink.', 'Ann turned on the water faucet.', 'Ann put on her dry pants.', 'Ann added detergent to the water.', 'Ann put on her skirt.']",0,2,train_399,8
"['John played in the sandbox.', 'John finished the water in his water bottle.', 'John kicked the soccer ball around.', 'John rode his skateboard home.', 'John took his shoes off and went into the house.']",1,-1,train_400,6
"['Ann walked her dog to a park.', 'Once at the park Ann unleashed her dog.', 'Her dog ran around the grass and explored some of the nearby trees.', 'Ann then called her dog back to her.', 'Ann then gave her dog some water in a dish.']",1,-1,train_401,9
"['Ann turned on the water in the bathtub.', 'Ann proceeded to take a bath in the bathtub.', 'Ann went to the faucet and looked in the mirror.', 'Ann brushed her hair with a hair brush.', 'Ann used toothbrush on her teeth.']",1,-1,train_402,5
"['Tom beat the egg before scrambling it.', 'Tom peeled the shell from the egg.', 'Tom scooped some ice cream into a bowl.', 'Tom sliced the orange.', 'Tom added orange into the bowl.']",0,1,train_403,0
"['Tom took off the wrench from the shelf.', 'Tom got the screwdriver from the toolbox.', 'Tom has difficulty disassembling the bicycle.', 'Tom put the bicycle parts into the wooden box.', 'Tom sealed the box with tape.']",0,3,train_404,6
"['Jill was watching a video on her computer.', 'Jill had a notebook beside her.', 'Jill pulled a pen out of a box.', 'Jill used the pen to take notes on the notebook.', 'Jill closed the video and turned off the computer.']",1,-1,train_405,0
"[""Tom's bike had a flat tire."", 'Tom could not find a wrench.', 'Tom used the wrench and the screwdriver to take off the flat tire.', 'Tom put on a new tire and pumped air into it.', 'Tom rode the bike to the park.']",0,2,train_406,7
"['John lent his stapler to Paul.', 'John sat down at his computer and did some work.', 'John sent several emails to his customers.', 'John got up to make a cup of coffee.', 'John sat down on his chair again.']",1,-1,train_407,7
"['Mary filled the sandbox with sand.', 'Mary set up the fence around the sandbox.', 'Mary set up the tennis net in the middle of the sandbox.', 'Mary took off her shoes and jumped into the sandbox.', 'Mary had a good time with her friends in the sandbox.']",1,-1,train_408,3
"['Tom spilled toothpaste on his socks.', 'Tom put the socks in the sink to soak.', 'Tom added detergent to the socks.', 'Tom washed the wet socks in the sink.', 'Tom put on his socks.']",0,4,train_409,3
